101000497571,37.708085672,-122.485723717
101000562387,37.8082593783,-122.3612283721
12629920,37.70776667,-122.415345
17879365,37.70825585858,-122.45428128868
11902454,37.70874404907,-122.42161560059
14185476,37.80229944594,-122.37340903769
13890029,37.70925140381,-122.42335510254
12958148,37.708095,-122.485755
17540509,37.7079294,-122.4594667
17927421,37.70908961,-122.42315425
17925019,37.70908961,-122.42315425
13728572,37.70790902452,-122.4057148825
12313974,37.70925140381,-122.42335510254
11955868,37.70925140381,-122.42335510254
12326473,37.70822525024,-122.44053649902
12317109,37.7988882,-122.3840227
13863769,37.70819259908,-122.40563164276
101000524204,37.8082593783,-122.3612283721
101000509704,37.881602485,-119.8507604
13129167,37.70788587,-122.46876843
18033960,37.81322028077,-122.37020336739
17946567,37.708008,-122.470798
14665709,37.70808410645,-122.48572540283
13182396,37.70925140381,-122.42335510254
15265535,37.70822525024,-122.44053649902
15397525,37.70909118652,-122.42315673828
13899053,37.70925140381,-122.42335510254
14960404,37.70792411215,-122.44676915537
